ChronicIllness	MasterProductID	MasterProductFullName
Epilepsy	8651	TOPIRAMATE (GA) TAB 25MG 60 
Heart Failure	8655	TOPROL XL CR-TAB 23.75MG 15 
Heart Failure	8656	TOPROL XL CR-TAB 47.5MG 30 
Epilepsy	8757	TRILEPTAL TAB 150MG 100 
Epilepsy	8758	TRILEPTAL TAB 600MG 100 
Depression	8794	TRYPTINE 25 TAB 25MG 50 
Epilepsy	8904	VALPRO EC-TABS 500MG 100 
Epilepsy	8924	VALPROATE (WINTHROP) EC-TABS 200MG 100 
Epilepsy	8925	VALPROATE (WINTHROP) EC-TABS 500MG 100 
Epilepsy	8926	VALPROATE (SANDOZ) EC-TABS 200MG 100 
Heart Failure	8984	VEDILOL TAB 6.25MG 60 
Lipids	9137	VYTORIN TAB 10MG/10MG 30 
Anti-Coagulant	9179	XARELTO TAB 10MG (30 PACK) 1 1
Anti-Coagulant	9180	XARELTO TAB 10MG (10 PACK) 1 1
Anti-Coagulant	9181	XARELTO TAB 10MG 15 15
Lipids	9357	ZIMSTAT TAB 40MG 30 BLISTER
Lipids	9386	ZOCOR TAB 10MG 30 
Epilepsy	9545	LEVETIRACETAM (GH) TAB 1G 60 
Epilepsy	9581	TOPIRAMATE (RANBAXY) TAB 25MG 60 
Epilepsy	9627	TEGRETOL TAB 200MG 100 
Hypertension	9643	EXFORGE HCT TAB 10MG/320MG/25MG 28 
Hypertension	9673	SEVIKAR TAB 40MG/5MG 30 
Osteoporosis	9689	DRONALEN PLUS D-CAL O-PK 70MG/140MCG/500MG 1 
Diabetes	9891	PIOGLITAZONE (GEN HLTH) TAB 15MG (AS HCL) 28 
Osteoporosis	9905	RISEDRONATE (TW) TAB 35MG 4 
Diabetes	9999	PIOGLITAZONE (SANDOZ) TAB 15MG (AS HCL) 28 
Lipids	10007	SIMVASTATIN (PFIZER) TAB 20MG 30 
Hypertension	10178	COZAVAN TAB 25MG 30 
Diabetes	10450	PIOGLITAZONE (GA) TAB 15MG (AS HCL) 28 
Diabetes	10452	PIOGLITAZONE (GA) TAB 45MG (AS HCL) 28 
Depression	10499	ESCITALOPRAM (GA) TAB 20MG 28 
Depression	10532	SERTRALINE (AURO) TAB 50MG (AS HCL) 30 
Lipids	10535	SIMVASTATIN (AURO) TAB 20MG 30 
Lipids	10536	SIMVASTATIN (AURO) TAB 40MG 30 
Lipids	10545	TROVAS TAB 40MG 30 BLISTER
Lipids	10547	TROVAS TAB 80MG 30 BLISTER
Depression	10602	ELAXINE SR SR-CAP 75MG 28 
Depression	10800	VENLAFAXINE XR (TW) SR-CAP 75MG 28 
Depression	10801	VENLAFAXINE XR (TW) SR-CAP 150MG 28 
Depression	10803	VENLEXOR XR SR-CAP 150MG 28 
Osteoporosis	10826	DENSATE 70 TAB 70MG 4 
Lipids	10851	PRAVASTATIN (ACTAVIS) TAB 40MG 30 
Lipids	10867	SIMVASTATIN (SANDOZ) TAB 40MG 30 
Lipids	10942	SIMVASTATIN (SANDOZ) TAB 5MG 30 
Heart Failure	10956	VOLIROP TAB 3.125MG 30 
Depression	10992	MIRTAZAPINE (GEN HLTH) TAB 30MG 30 
Lipids	11113	SIMVASTATIN (DRLA) TAB 40MG 30 
Diabetes	11159	VICTOZA PFP 6MG/ML 3ML (3 PEN) 3 
Depression	11188	MIRTAZAPINE DISPERS (PFIZER) OR-DISTAB 15MG 30 
Diabetes	11197	PIOGLITAZONE (PFIZER) TAB 15MG (AS HCL) 28 
Osteoporosis	11209	RISEDRONATE EC COMBI-D (WINTH) O-PACK 35MG/2.5G/22MCG 1 
Depression	11292	VENLAFAXINE SR (STADA) SR-CAP 75MG 28 
Hypertension	11375	IRBESARTAN HCT (WTRP) TAB 300MG/12.5MG 30 
Hypertension	11476	IRBESARTAN HCTZ (CHEM-MART) TAB 300MG/12.5MG 30 
Depression	11561	CITALOPRAM (GA) TAB 10MG 28 
Lipids	11575	ROSUVASTATIN (SANDOZ) TAB 10MG 30 
Lipids	11580	ROSUVASTATIN (CHEM-MART) TAB 20MG 30 
Lipids	11581	ROSUVASTATIN (RBX) TAB 20MG 30 
Lipids	11593	ROSUVASTATIN (APO) TAB 5MG 30 BLIST
Depression	11680	DULOXETINE (GH) CAP 30MG 28 
Depression	11697	MIRTAZAPINE (GA) TAB 30MG 30 
Depression	11999	DULOXETINE (RBX) CAP 60MG 28 
Hypertension	12096	PRITOR/AMLODIPINE TAB 40MG/5MG 28 
Hypertension	12097	PRITOR/AMLODIPINE TAB 80MG/10MG 28 
Hypertension	12098	PRITOR/AMLODIPINE TAB 80MG/5MG 28 
Lipids	12101	ROSUVASTATIN-DRLA TAB 40MG 30 
Heart Failure	12159	MINAX XL CR-TAB 190MG 30 
Hypertension	12270	IRBESARTAN HCTZ (AN) TAB 300MG/12.5MG 30 
Lipids	12347	PRAVASTATIN (AN) TAB 80MG 30 
Lipids	12376	SIMVASTATIN (AN) TAB 40MG 30 
Hypertension	12390	TELMISARTAN (AN) TAB 80MG 28 
Hypertension	12395	TELMISARTAN (SANDOZ) TAB 80MG 28 
Hypertension	12396	TELMISARTAN (TW) TAB 80MG 28 
Hypertension	12400	TELMIGEN HCT TAB 40MG/12.5MG 28 
Hypertension	12401	TELTARTAN HCT TAB 40MG/12.5MG 28 
Hypertension	12402	TELMISARTAN HCT (SANDOZ) TAB 40MG/12.5MG 28 
Hypertension	12405	TELMISARTAN HCTZ (CHEM-MART) TAB 80MG/12.5MG 28 
Hypertension	12408	TELTARTAN HCT TAB 80MG/12.5MG 28 
Hypertension	12409	TELMISARTAN HCT (SANDOZ) TAB 80MG/12.5MG 28 
Hypertension	12412	TELMISARTAN HCTZ (CHEM-MART) TAB 80MG/25MG 28 
Hypertension	12414	TELMIGEN HCT TAB 80MG/25MG 28 
Hypertension	12418	TELMISARTAN HCTZ (APO) TAB 80MG/25MG 28 
Hypertension	12490	TELMISARTAN (RBX) TAB 80MG 28 
Hypertension	12551	IRBESARTAN (ACTAVIS) TAB 75MG 30 
Depression	12570	SERTRALINE (AN) TAB 100MG 30 30
Hypertension	12661	TELMISARTAN HCT (GH) TAB 80MG/25MG 28 
Hypertension	12664	VALSARTAN HCTZ (APO) TAB 320MG/25MG 28 
Lipids	12692	ROSUZET COMPOSITE PACK TAB 10MG/5MG 1 
Lipids	12758	ROSUVASTATIN (BLOOMS) TAB 40MG 30 
Immunology	13004	HUMIRA PFS 20MG/0.4ML 2 2
Depression	13067	TALAM TAB 10MG 28 
Immunology	13089	XELJANZ TAB 5MG 56 BLISTER
Diabetes	13094	XIGDUO XR MR-TAB 5/1000 56 
Depression	13235	DULOXETINE (SZ) CAP 30MG 28 
Lipids	13277	ROSUVASTATIN (AMNEAL) TAB 40MG 30 
Heart Failure	13369	INPLER TAB 25MG 30 
Diabetes	13542	FORMET 500 TAB 500MG 100 BOTTLE
Diabetes	13552	METEX XR 1000 ER-TAB 1G 60 
Diabetes	13660	METFORMIN XR 1000 (TW) ER-TAB 1G 60 
Diabetes	13661	METFORMIN XR 1000 (BLOOMS) ER-TAB 1G 60 
Hypertension	13752	IRBESARTAN (AMNEAL) TAB 300MG 30 
Hypertension	13754	IRBESARTAN HCTZ (AMNEAL) TAB 300MG/12.5MG 30 
